"","BRAND_NAME","ESTIMATE_SPEND_AMT","DATE","GEOGRAPHY"
"30515","HUMIRA",19156.2675463,2018-11-01,"Eugene"
"30516","HUMIRA",2751.0342828,2018-10-01,"Albuquerque-Santa Fe"
"30517","HUMIRA",NA,2019-01-01,"TAMPA_ST PETERSBURG"
"30518","HUMIRA",1539.1805203,2018-12-01,"Amarillo"
"30519","HUMIRA",2.2865725,2018-09-01,"Seattle-Tacoma"
"30520","HUMIRA",7237.0983394,2019-06-01,"Marquette"
"30521","HUMIRA",21.2679286,2018-12-01,"Portland-Auburn"
"30522","HUMIRA",22416.9960325,2019-02-01,"Harlingen-Wslco-Brnsvl-McA"
"30523","HUMIRA",NA,2018-10-01,"COLUMBIA SC"
"30524","HUMIRA",15042.8450555,2019-04-01,"San Antonio"
"30525","HUMIRA",15659.3791612,2018-12-01,"Sacramnto-Stkton-Modesto"
"30526","HUMIRA",NA,2018-12-01,"TRI_CITIES TN_VA"
"30527","HUMIRA",1540.3190569,2019-02-01,"Cheyenne-Scottsbluff"
"30528","HUMIRA",3844.4140385,2018-12-01,"Twin Falls"
"30529","HUMIRA",NA,2018-10-01,"TRAVERSE CITY_CADILLAC MI"
"30530","HUMIRA",NA,2018-11-01,"GREENWOOD_GREENVILLE MS"
"30531","HUMIRA",NA,2019-07-01,"Wichita Falls & Lawton"
"30532","HUMIRA",2214.7221358,2018-12-01,"Juneau"
"30533","HUMIRA",9646.616676,2018-10-01,"Chattanooga"
"30534","HUMIRA",NA,2018-12-01,"Evansville"
"30535","HUMIRA",232354.7744774,2019-06-01,"Denver"
"30536","HUMIRA",21.9602237,2019-06-01,"Memphis"
"30537","HUMIRA",36488.3234481,2019-03-01,"Rochester, NY"
"30538","HUMIRA",8.6794737,2019-01-01,"Wheeling-Steubenville"
"30539","HUMIRA",346.542891,2019-05-01,"Orlando-Daytona Bch-Melbrn"
"30540","HUMIRA",431324.186988,2019-02-01,"San Antonio"
"30541","HUMIRA",NA,2018-10-01,"ROCHESTER_MASON CITY MN"
"30542","HUMIRA",NA,2019-07-01,"Sacramnto-Stkton-Modesto"
"30543","HUMIRA",NA,2019-07-01,"Twin Falls"
"30544","HUMIRA",0.8588234,2019-02-01,"Syracuse"
"30545","HUMIRA",2.7033356,2019-04-01,"Cedar Rapids-Wtrlo-IWC&Dub"
"30546","HUMIRA",NA,2019-07-01,"Marquette"
"30547","HUMIRA",106.9792735,2018-12-01,"Casper-Riverton"
"30548","HUMIRA",397.9715095,2018-12-01,"Fresno-Visalia"
"30549","HUMIRA",NA,2019-07-01,"Columbia, SC"
"30550","HUMIRA",250239.0251286,2019-04-01,"Fresno-Visalia"
"30551","HUMIRA",7039.0245232,2019-03-01,"Lafayette, LA"
"30552","HUMIRA",495102.4468291,2018-12-01,"Portland, OR"
"30553","HUMIRA",533332.9109899,2019-06-01,"Indianapolis"
"30554","HUMIRA",1.5755515,2018-10-01,"Rochestr-Mason City-Austin"
"30555","HUMIRA",NA,2018-11-01,"BEAUMONT_PORT ARTHUR TX"
"30556","HUMIRA",45398.1210501,2019-01-01,"Norfolk-Portsmth-Newpt Nws"
"30557","HUMIRA",NA,2019-03-01,"Macon"
"30558","HUMIRA",1648.4004423,2018-11-01,"Yuma-El Centro"
"30559","HUMIRA",2.6623157,2019-04-01,"Bangor"
"30560","HUMIRA",73.8798005,2018-12-01,"Omaha"
"30561","HUMIRA",3.4326906,2019-05-01,"Fairbanks"
"30562","HUMIRA",496.2196004,2018-11-01,"Lansing"
"30563","HUMIRA",0.3882606,2018-11-01,"Milwaukee"
"30564","HUMIRA",154486.4859421,2018-12-01,"Seattle-Tacoma"
"30565","HUMIRA",1.670442,2018-10-01,"Monterey-Salinas"
"30566","HUMIRA",69393.303323,2019-06-01,"Greenvll-Spart-Ashevll-And"
"30567","HUMIRA",20468.176449,2019-03-01,"Lansing"
"30568","HUMIRA",NA,2018-11-01,"MEMPHIS TN"
"30569","HUMIRA",44363.6828928,2019-03-01,"St. Louis"
"30570","HUMIRA",NA,2019-07-01,"Greensboro-H.Point-W.Salem"
"30571","HUMIRA",179736.4134164,2019-02-01,"Little Rock-Pine Bluff"
"30572","HUMIRA",213927.477056,2018-09-01,"Detroit"
"30573","HUMIRA",NA,2018-12-01,"LITTLE ROCK AR"
"30574","HUMIRA",54666.7521445,2018-09-01,"Tampa-St. Pete (Sarasota)"
"30575","HUMIRA",24916.1049332,2019-06-01,"Charleston, SC"
"30576","HUMIRA",NA,2019-07-01,"Gainesville"
"30577","HUMIRA",32196.5488838,2019-06-01,"Champaign&Sprngfld-Decatur"
"30578","HUMIRA",3943.379537,2018-09-01,"Amarillo"
"30579","HUMIRA",11.2066784,2019-03-01,"Twin Falls"
"30580","HUMIRA",42.526093,2019-01-01,"Lincoln & Hastings-Krny"
"30581","HUMIRA",351065.3048672,2019-06-01,"Lincoln & Hastings-Krny"
"30582","HUMIRA",0.22048,2019-06-01,"Medford-Klamath Falls"
"30583","HUMIRA",NA,2019-04-01,"Lima"
"30584","HUMIRA",65.3500476,2018-10-01,"Des Moines-Ames"
"30585","HUMIRA",273105.1481901,2019-03-01,"Eugene"
"30586","HUMIRA",33859.686631,2019-06-01,"Colorado Springs-Pueblo"
"30587","HUMIRA",319.8485834,2019-04-01,"Little Rock-Pine Bluff"
"30588","HUMIRA",1077.0261309,2019-01-01,"North Platte"
"30589","HUMIRA",17834.8758001,2019-01-01,"Gainesville"
"30590","HUMIRA",59057.0757113,2019-03-01,"Corpus Christi"
"30591","HUMIRA",25302.6941883,2018-09-01,"Providence-New Bedford"
"30592","HUMIRA",9916.5798007,2018-11-01,"Wilmington"
"30593","HUMIRA",165.0646578,2019-04-01,"Indianapolis"
"30594","HUMIRA",4527.549213,2019-05-01,"Shreveport"
"30595","HUMIRA",711.784207,2018-10-01,"Lubbock"
"30596","HUMIRA",338.0306692,2018-11-01,"Glendive"
"30597","HUMIRA",651.5375134,2019-04-01,"Boise"
"30598","HUMIRA",250.500924,2019-04-01,"Watertown"
"30599","HUMIRA",30389.2328608,2018-12-01,"San Diego"
"30600","HUMIRA",0.3962271,2019-05-01,"Lansing"
"30601","HUMIRA",48397.1937144,2019-06-01,"Providence-New Bedford"
"30602","HUMIRA",96.2165275,2019-05-01,"Great Falls"
"30603","HUMIRA",103630.7941044,2018-11-01,"Houston"
"30604","HUMIRA",5493.8237147,2018-11-01,"Biloxi-Gulfport"
"30605","HUMIRA",188.5448073,2018-09-01,"Raleigh-Durham (Fayetvlle)"
"30606","HUMIRA",NA,2019-07-01,"Watertown"
"30607","HUMIRA",12.1652317,2018-09-01,"Alexandria, LA"
"30608","HUMIRA",1.141544,2018-10-01,"Memphis"
"30609","HUMIRA",5890.2678714,2019-02-01,"Tyler-Longview(Lfkn&Ncgd)"
"30610","HUMIRA",NA,2019-07-01,"Seattle-Tacoma"
"30611","HUMIRA",17370.0030258,2018-10-01,"Rockford"
"30612","HUMIRA",483.5446484,2019-01-01,"Waco-Temple-Bryan"
"30613","HUMIRA",154.0108841,2019-05-01,"Austin"
"30614","HUMIRA",219.0980203,2018-12-01,"Wausau-Rhinelander"
"30615","HUMIRA",NA,2019-01-01,"Nashville"
"30616","HUMIRA",5992.5224459,2018-09-01,"Binghamton"
"30617","HUMIRA",58581.7394983,2019-06-01,"Columbus, OH"
"30618","HUMIRA",28640.3764405,2019-05-01,"Las Vegas"
"30619","HUMIRA",NA,2018-09-01,"BOWLING GREEN KY"
"30620","HUMIRA",NA,2019-04-01,"Hartford & New Haven"
"30621","HUMIRA",0.3882606,2019-04-01,"Milwaukee"
"30622","HUMIRA",1048.7098567,2019-02-01,"Amarillo"
"30623","HUMIRA",2.3034058,2019-03-01,"Glendive"
"30624","HUMIRA",649.2118665,2019-04-01,"Little Rock-Pine Bluff"
"30625","HUMIRA",166650.4333141,2018-11-01,"Tampa-St. Pete (Sarasota)"
"30626","HUMIRA",NA,2019-07-01,"Gainesville"
"30627","HUMIRA",33073.3160557,2018-11-01,"Sherman-Ada"
"30628","HUMIRA",54929.7701873,2019-02-01,"Charlotte"
"30629","HUMIRA",9085.4751485,2018-10-01,"Reno"
"30630","HUMIRA",1556.2053489,2019-04-01,"Ft. Smith-Fay-Sprngdl-Rgrs"
"30631","HUMIRA",13091.2646664,2019-02-01,"Billings"
"30632","HUMIRA",2116747.0954871,2019-02-01,"Cleveland-Akron (Canton)"
"30633","HUMIRA",1817.3005644,2019-03-01,"Las Vegas"
"30634","HUMIRA",202421.6299234,2019-06-01,"Des Moines-Ames"
"30635","HUMIRA",NA,2019-07-01,"Traverse City-Cadillac"
"30636","HUMIRA",372339.3746821,2019-06-01,"Little Rock-Pine Bluff"
"30637","HUMIRA",559.2331631,2019-05-01,"Presque Isle"
"30638","HUMIRA",161302.845023,2019-05-01,"Atlanta"
"30639","HUMIRA",9405.1411143,2018-10-01,"Flint-Saginaw-Bay City"
"30640","HUMIRA",NA,2018-12-01,"PORTLAND_AUBURN ME"
"30641","HUMIRA",917.3895302,2018-10-01,"Columbia-Jefferson City"
"30642","HUMIRA",192.5722496,2019-06-01,"El Paso (Las Cruces)"
"30643","HUMIRA",38063.3209514,2018-10-01,"Oklahoma City"
"30644","HUMIRA",23.6707738,2018-09-01,"Laredo"
"30645","HUMIRA",49362.0188894,2018-12-01,"Tampa-St. Pete (Sarasota)"
"30646","HUMIRA",156427.7666567,2018-09-01,"Gainesville"
"30647","HUMIRA",19210.4720289,2019-04-01,"Savannah"
"30648","HUMIRA",1.9334209,2018-09-01,"Juneau"
"30649","HUMIRA",NA,2019-07-01,"Biloxi-Gulfport"
"30650","HUMIRA",NA,2019-07-01,"SantaBarbra-SanMar-SanLuOb"
"30651","HUMIRA",NA,2019-07-01,"Cedar Rapids-Wtrlo-IWC&Dub"
"30652","HUMIRA",NA,2019-07-01,"Erie"
"30653","HUMIRA",13990.531975,2018-11-01,"Anchorage"
"30654","HUMIRA",573954.298378,2019-02-01,"Nashville"
"30655","HUMIRA",5903.4170293,2019-02-01,"Columbus, GA (Opelika, AL)"
"30656","HUMIRA",3129.2170766,2019-03-01,"Columbus, GA (Opelika, AL)"
"30657","HUMIRA",NA,2019-07-01,"Milwaukee"
"30658","HUMIRA",7175.3275511,2018-11-01,"Harrisonburg"
"30659","HUMIRA",NA,2019-05-01,"Seattle-Tacoma"
"30660","HUMIRA",52827.3063975,2019-02-01,"Buffalo"
"30661","HUMIRA",132.6332765,2018-10-01,"Grand Junction-Montrose"
"30662","HUMIRA",3071.785914,2019-03-01,"St. Louis"
"30663","HUMIRA",6558.8240654,2018-10-01,"Greenvll-Spart-Ashevll-And"
"30664","HUMIRA",NA,2019-07-01,"Shreveport"
"30665","HUMIRA",1993.4539253,2018-12-01,"Yakima-Pasco-Rchlnd-Knnwck"
"30666","HUMIRA",1.7414454,2018-11-01,"Davenport-R.Island-Moline"
"30667","HUMIRA",13.913975,2019-03-01,"Burlington-Plattsburgh"
"30668","HUMIRA",NA,2018-10-01,"RAPID CITY SD"
"30669","HUMIRA",NA,2019-07-01,"Wilkes Barre-Scranton-Hztn"
"30670","HUMIRA",NA,2019-07-01,"Tri-Cities, TN-VA"
"30671","HUMIRA",3145.0301435,2019-06-01,"Springfield, MO"
"30672","HUMIRA",NA,2019-07-01,"Greensboro-H.Point-W.Salem"
"30673","HUMIRA",34.0388302,2018-11-01,"Victoria"
"30674","HUMIRA",97.4191562,2019-02-01,"Casper-Riverton"
"30675","HUMIRA",NA,2019-07-01,"Roanoke-Lynchburg"
"30676","HUMIRA",7.0491732,2018-10-01,"Monterey-Salinas"
"30677","HUMIRA",NA,2018-10-01,"TWIN FALLS ID"
"30678","HUMIRA",34234.1787141,2019-02-01,"Boise"
"30679","HUMIRA",48212.1528262,2019-04-01,"Pittsburgh"
"30680","HUMIRA",14880.2234433,2019-03-01,"Huntsville-Decatur (Flor)"
"30681","HUMIRA",0.0437414,2019-06-01,"Gainesville"
"30682","HUMIRA",NA,2019-07-01,"Corpus Christi"
"30683","HUMIRA",588.4507843,2018-09-01,"Champaign&Sprngfld-Decatur"
"30684","HUMIRA",22490.3500787,2019-01-01,"Jackson, MS"
"30685","HUMIRA",NA,2019-07-01,"Nashville"
"30686","HUMIRA",117128.1618488,2019-03-01,"Rapid City"
"30687","HUMIRA",4267.6725587,2018-11-01,"Topeka"
"30688","HUMIRA",1312487.0155018,2018-10-01,"Dallas-Ft. Worth"
"30689","HUMIRA",74717.8060194,2019-04-01,"Oklahoma City"
"30690","HUMIRA",NA,2019-01-01,"MERIDIAN MS"
"30691","HUMIRA",354.8137509,2019-06-01,"Anchorage"
"30692","HUMIRA",13685.4811913,2018-09-01,"Missoula"
"30693","HUMIRA",4.8783729,2018-09-01,"Indianapolis"
"30694","HUMIRA",3653.4852288,2019-03-01,"Palm Springs"
"30695","HUMIRA",5670.3901798,2018-09-01,"Lima"
"30696","HUMIRA",1049.5972226,2018-12-01,"Amarillo"
"30697","HUMIRA",14558.3275489,2018-09-01,"Topeka"
"30698","HUMIRA",8672.6954835,2018-11-01,"Montgomery-Selma"
"30699","HUMIRA",75667.017677,2018-10-01,"Chicago"
"30700","HUMIRA",161435.4768289,2019-04-01,"Washington, DC (Hagrstwn)"
"30701","HUMIRA",38.7421523,2019-02-01,"Cheyenne-Scottsbluff"
"30702","HUMIRA",29.5368276,2018-10-01,"Wichita Falls & Lawton"
"30703","HUMIRA",2.8266344,2018-11-01,"Portland-Auburn"
"30704","HUMIRA",NA,2018-10-01,"BUTTE_BOZEMAN MT"
"30705","HUMIRA",NA,2019-01-01,"JOPLIN_PITTSBURG MO_KS"
"30706","HUMIRA",NA,2018-09-01,"OMAHA NE"
"30707","HUMIRA",4052.1058336,2018-10-01,"Harrisburg-Lncstr-Leb-York"
"30708","HUMIRA",NA,2018-09-01,"RICHMOND_PETERSBURG VA"
"30709","HUMIRA",166.1111741,2019-01-01,"Grand Rapids-Kalmzoo-B.Crk"
"30710","HUMIRA",1439.5883097,2018-12-01,"Chico-Redding"
"30711","HUMIRA",NA,2019-07-01,"Orlando-Daytona Bch-Melbrn"
"30712","HUMIRA",8124.286032,2018-11-01,"Monroe-El Dorado"
"30713","HUMIRA",40987.1579759,2018-10-01,"Minneapolis-St. Paul"
"30714","HUMIRA",355146.2861678,2019-03-01,"San Diego"
"30715","HUMIRA",438802.0338818,2018-12-01,"Tucson (Sierra Vista)"
"30716","HUMIRA",NA,2019-07-01,"Greenvll-Spart-Ashevll-And"
"30717","HUMIRA",0.9757433,2019-03-01,"Indianapolis"
"30718","HUMIRA",NA,2019-07-01,"Binghamton"
"30719","HUMIRA",0.6096858,2019-01-01,"Mobile-Pensacola (Ft Walt)"
"30720","HUMIRA",NA,2019-01-01,"Bluefield-Beckley-Oak Hill"
"30721","HUMIRA",46386.6239641,2018-10-01,"Knoxville"
"30722","HUMIRA",2787.4230091,2019-06-01,"Springfield-Holyoke"
"30723","HUMIRA",NA,2019-07-01,"Bend, OR"
"30724","HUMIRA",33155.3382731,2019-04-01,"Fargo-Valley City"
"30725","HUMIRA",0.7109491,2019-01-01,"Albuquerque-Santa Fe"
"30726","HUMIRA",NA,2019-07-01,"Clarksburg-Weston"
"30727","HUMIRA",592360.7298099,2018-12-01,"Nashville"
"30728","HUMIRA",291.4421408,2019-05-01,"Monterey-Salinas"
"30729","HUMIRA",2855.8019635,2019-02-01,"Washington, DC (Hagrstwn)"
"30730","HUMIRA",0.0882271,2019-04-01,"Jonesboro"
"30731","HUMIRA",141.6600964,2019-04-01,"Lima"
"30732","HUMIRA",13498.1147091,2018-12-01,"Billings"
"30733","HUMIRA",27.0771268,2019-01-01,"Louisville"
"30734","HUMIRA",27.5666461,2019-03-01,"Columbia-Jefferson City"
"30735","HUMIRA",NA,2019-07-01,"Cleveland-Akron (Canton)"
"30736","HUMIRA",1253.1760499,2019-03-01,"Minot-Bsmrck-Dcknsn(Wlstn)"
"30737","HUMIRA",1209.908964,2019-05-01,"Toledo"
"30738","HUMIRA",106.1862592,2018-12-01,"Alpena"
"30739","HUMIRA",NA,2019-07-01,"Sherman-Ada"
"30740","HUMIRA",11042.0405939,2019-01-01,"Milwaukee"
"30741","HUMIRA",11042.0697663,2019-05-01,"Utica"
"30742","HUMIRA",2017426.4087028,2019-05-01,"Philadelphia"
"30743","HUMIRA",10067.5828426,2019-05-01,"North Platte"
"30744","HUMIRA",753897.2263517,2018-11-01,"Phoenix (Prescott)"
"30745","HUMIRA",NA,2018-12-01,"BURLINGTON VT"
"30746","HUMIRA",NA,2018-12-01,"LUBBOCK TX"
"30747","HUMIRA",8512.1852578,2018-10-01,"Harlingen-Wslco-Brnsvl-McA"
"30748","HUMIRA",17719.9536691,2018-11-01,"Charleston, SC"
"30749","HUMIRA",305.7699615,2019-04-01,"Meridian"
"30750","HUMIRA",168214.3590057,2018-09-01,"Dayton"
"30751","HUMIRA",149.0809988,2019-01-01,"Cheyenne-Scottsbluff"
"30752","HUMIRA",30233.3478947,2019-06-01,"Jackson, MS"
"30753","HUMIRA",65988.2388803,2019-02-01,"Indianapolis"
"30754","HUMIRA",1.465637,2019-05-01,"Providence-New Bedford"
"30755","HUMIRA",0.542349,2018-09-01,"Shreveport"
"30756","HUMIRA",NA,2019-07-01,"San Diego"
"30757","HUMIRA",1704.5425809,2019-04-01,"Casper-Riverton"
"30758","HUMIRA",23418.9283577,2018-12-01,"Mobile-Pensacola (Ft Walt)"
"30759","HUMIRA",13033.8938647,2019-06-01,"Washington, DC (Hagrstwn)"
"30760","HUMIRA",1781.6497458,2019-06-01,"Baton Rouge"
"30761","HUMIRA",180450.9916349,2018-12-01,"Philadelphia"
"30762","HUMIRA",NA,2019-01-01,"GRAND JUNCTION CO"
"30763","HUMIRA",32.1351951,2019-01-01,"West Palm Beach-Ft. Pierce"
"30764","HUMIRA",9.6917141,2019-06-01,"Pittsburgh"
"30765","HUMIRA",3017.0155899,2018-10-01,"Mobile-Pensacola (Ft Walt)"
"30766","HUMIRA",8035.1489578,2018-10-01,"Toledo"
"30767","HUMIRA",39065.7576696,2019-05-01,"Jacksonville"
"30768","HUMIRA",3625.3853175,2019-02-01,"Twin Falls"
"30769","HUMIRA",0.3931087,2019-05-01,"Panama City"
"30770","HUMIRA",177079.537538,2018-09-01,"Atlanta"
"30771","HUMIRA",4529.8679582,2018-11-01,"Eureka"
"30772","HUMIRA",NA,2019-07-01,"South Bend-Elkhart"
"30773","HUMIRA",128.2638912,2019-02-01,"Sherman-Ada"
"30774","HUMIRA",11868.3099346,2018-10-01,"Oklahoma City"
"30775","HUMIRA",2277.5586063,2018-10-01,"Lincoln & Hastings-Krny"
"30776","HUMIRA",NA,2019-06-01,"Denver"
"30777","HUMIRA",NA,2018-12-01,"WATERTOWN NY"
"30778","HUMIRA",1217.953801,2019-01-01,"Wilkes Barre-Scranton-Hztn"
"30779","HUMIRA",NA,2018-12-01,"LANSING MI"
"30780","HUMIRA",564.2706583,2018-11-01,"Buffalo"
"30781","HUMIRA",1688117.4198855,2019-01-01,"St. Louis"
"30782","HUMIRA",4469.6508803,2019-03-01,"Knoxville"
"30783","HUMIRA",NA,2018-11-01,"JOHNSTOWN_ALTOONA PA"
"30784","HUMIRA",NA,2018-11-01,"GREENVILLE_NEW BERN_WASH NC"
"30785","HUMIRA",NA,2019-01-01,"GREEN BAY WI"
"30786","HUMIRA",11436.0835173,2019-06-01,"Charlotte"
"30787","HUMIRA",187.9150435,2019-05-01,"Monterey-Salinas"
"30788","HUMIRA",932.2637045,2019-06-01,"Bangor"
"30789","HUMIRA",13755.560937,2019-04-01,"Lansing"
"30790","HUMIRA",0.2057494,2019-06-01,"Youngstown"
"30791","HUMIRA",NA,2019-07-01,"Tyler-Longview(Lfkn&Ncgd)"
"30792","HUMIRA",NA,2018-11-01,"Sioux City"
"30793","HUMIRA",NA,2019-07-01,"Lima"
"30794","HUMIRA",NA,2018-09-01,"SPRINGFIELD MO"
"30795","HUMIRA",NA,2018-09-01,"Greenvll-Spart-Ashevll-And"
"30796","HUMIRA",264114.4741373,2019-03-01,"Dallas-Ft. Worth"
"30797","HUMIRA",3619.0723547,2019-01-01,"Binghamton"
"30798","HUMIRA",47343.6481532,2019-06-01,"Columbus, OH"
"30799","HUMIRA",130.5476758,2019-06-01,"Dothan"
"30800","HUMIRA",98.0580819,2018-11-01,"Albuquerque-Santa Fe"
"30801","HUMIRA",NA,2019-07-01,"Grand Rapids-Kalmzoo-B.Crk"
"30802","HUMIRA",417.7126133,2018-12-01,"Fresno-Visalia"
"30803","HUMIRA",NA,2019-07-01,"Greenvll-Spart-Ashevll-And"
"30804","HUMIRA",1267.3845201,2019-03-01,"Alexandria, LA"
"30805","HUMIRA",390.1497594,2019-02-01,"Fresno-Visalia"
"30806","HUMIRA",391.4157789,2019-02-01,"Eugene"
"30807","HUMIRA",16367.9976582,2019-03-01,"Columbia, SC"
"30808","HUMIRA",0.159273,2019-02-01,"Idaho Fals-Pocatllo(Jcksn)"
"30809","HUMIRA",600351.259323,2018-09-01,"Miami-Ft. Lauderdale"
"30810","HUMIRA",0.8346599,2018-11-01,"Salisbury"
"30811","HUMIRA",47004.2010554,2018-10-01,"San Angelo"
"30812","HUMIRA",18695.6670989,2018-09-01,"Madison"
"30813","HUMIRA",NA,2019-07-01,"New Orleans"
"30814","HUMIRA",7806.0438691,2019-01-01,"Louisville"
"30815","HUMIRA",80967.9201397,2018-10-01,"Lafayette, IN"
"30816","HUMIRA",5496.4241494,2019-01-01,"Columbus-Tupelo-W Pnt-Hstn"
"30817","HUMIRA",21804.9961708,2019-01-01,"La Crosse-Eau Claire"
"30818","HUMIRA",0.0220661,2019-06-01,"Laredo"
"30819","HUMIRA",12398.8107602,2019-02-01,"Rapid City"
"30820","HUMIRA",3043.2378651,2019-06-01,"Phoenix (Prescott)"
"30821","HUMIRA",NA,2018-10-01,"HARLINGEN"
"30822","HUMIRA",20623.3626393,2019-04-01,"Springfield, MO"
"30823","HUMIRA",295184.7598917,2019-03-01,"Boston (Manchester)"
"30824","HUMIRA",23770.3541615,2019-06-01,"Fargo-Valley City"
"30825","HUMIRA",112413.9458643,2018-12-01,"Miami-Ft. Lauderdale"
"30826","HUMIRA",NA,2019-07-01,"Billings"
"30827","HUMIRA",295262.4411793,2019-06-01,"Boston (Manchester)"
"30828","HUMIRA",0.4805915,2019-02-01,"Savannah"
"30829","HUMIRA",28629.3693594,2018-10-01,"Grand Rapids-Kalmzoo-B.Crk"
"30830","HUMIRA",259.1751845,2019-04-01,"Terre Haute"
"30831","HUMIRA",0.4712916,2018-09-01,"Flint-Saginaw-Bay City"
"30832","HUMIRA",1560.8914106,2018-12-01,"Great Falls"
"30833","HUMIRA",NA,2019-05-01,"St. Joseph"
"30834","HUMIRA",3807.0923891,2018-12-01,"Grand Junction-Montrose"
"30835","HUMIRA",24602.9366347,2019-04-01,"Cheyenne-Scottsbluff"
"30836","HUMIRA",1631.4898,2018-12-01,"Juneau"
"30837","HUMIRA",11.9344072,2019-02-01,"Tallahassee-Thomasville"
"30838","HUMIRA",0.164324,2019-02-01,"Waco-Temple-Bryan"
"30839","HUMIRA",7.0050075,2019-04-01,"Waco-Temple-Bryan"
"30840","HUMIRA",NA,2019-07-01,"Glendive"
"30841","HUMIRA",16966.5732934,2019-04-01,"Huntsville-Decatur (Flor)"
"30842","HUMIRA",1195.2992999,2019-05-01,"Charleston, SC"
"30843","HUMIRA",NA,2019-07-01,"Cincinnati"
"30844","HUMIRA",49950.2302896,2019-02-01,"Palm Springs"
"30845","HUMIRA",278.1093754,2019-06-01,"Corpus Christi"
"30846","HUMIRA",5.5453049,2019-06-01,"Traverse City-Cadillac"
"30847","HUMIRA",72592.9416682,2019-04-01,"Hartford & New Haven"
"30848","HUMIRA",0.9861895,2018-10-01,"Presque Isle"
"30849","HUMIRA",4897.9890298,2019-04-01,"Casper-Riverton"
"30850","HUMIRA",7764.0916976,2019-03-01,"Cedar Rapids-Wtrlo-IWC&Dub"
"30851","HUMIRA",NA,2019-01-01,"TWIN FALLS ID"
"30852","HUMIRA",11203.7903509,2019-01-01,"Charlottesville"
"30853","HUMIRA",704.4760714,2019-04-01,"Colorado Springs-Pueblo"
"30854","HUMIRA",29777.7387706,2019-04-01,"Meridian"
"30855","HUMIRA",20361.9042215,2018-11-01,"Memphis"
"30856","HUMIRA",0.3831955,2019-03-01,"Peoria-Bloomington"
"30857","HUMIRA",28.8895585,2018-10-01,"Lansing"
"30858","HUMIRA",373.6221548,2018-10-01,"Sherman-Ada"
"30859","HUMIRA",9427.4320635,2019-01-01,"Bangor"
"30860","HUMIRA",NA,2019-04-01,"Baton Rouge"
"30861","HUMIRA",1523.2022316,2018-11-01,"Anchorage"
"30862","HUMIRA",NA,2019-07-01,"Norfolk-Portsmth-Newpt Nws"
"30863","HUMIRA",26112.8816842,2019-04-01,"Dayton"
"30864","HUMIRA",NA,2018-09-01,"SAVANNAH GA"
"30865","HUMIRA",0.0697146,2018-12-01,"Joplin-Pittsburg"
"30866","HUMIRA",171595.7300849,2018-12-01,"Tampa-St. Pete (Sarasota)"
"30867","HUMIRA",NA,2019-07-01,"Portland, OR"
"30868","HUMIRA",6478.8412691,2019-04-01,"Harrisonburg"
"30869","HUMIRA",NA,2019-06-01,"San Francisco-Oak-San Jose"
"30870","HUMIRA",4.8245285,2019-02-01,"Amarillo"
"30871","HUMIRA",2733.7414132,2018-11-01,"St. Joseph"
"30872","HUMIRA",47034.9308675,2018-12-01,"Oklahoma City"
"30873","HUMIRA",NA,2018-11-01,"SIOUX CITY IA"
"30874","HUMIRA",450.4732799,2018-11-01,"Lafayette, IN"
"30875","HUMIRA",NA,2018-12-01,"LOS ANGELES CA"
"30876","HUMIRA",4.4579843,2019-05-01,"Knoxville"
"30877","HUMIRA",2667.6506166,2018-11-01,"Ottumwa-Kirksville"
"30878","HUMIRA",38041.781215,2018-11-01,"Washington, DC (Hagrstwn)"
"30879","HUMIRA",8148.1515294,2018-12-01,"Lake Charles"
"30880","HUMIRA",4441.7397418,2018-09-01,"Albany, GA"
"30881","HUMIRA",NA,2018-09-01,"ALPENA MI"
"30882","HUMIRA",NA,2019-07-01,"Charleston, SC"
"30883","HUMIRA",552.1681129,2019-03-01,"Quincy-Hannibal-Keokuk"
"30884","HUMIRA",2897.1431836,2018-12-01,"Elmira (Corning)"
"30885","HUMIRA",12868.4645641,2018-12-01,"Idaho Fals-Pocatllo(Jcksn)"
"30886","HUMIRA",10816.2433305,2018-12-01,"El Paso (Las Cruces)"
"30887","HUMIRA",378.6278243,2019-01-01,"Lima"
"30888","HUMIRA",99900.7218552,2019-02-01,"Jackson, MS"
"30889","HUMIRA",26555.6123748,2019-03-01,"Des Moines-Ames"
"30890","HUMIRA",37.6105482,2018-09-01,"North Platte"
"30891","HUMIRA",16418.0614646,2019-05-01,"La Crosse-Eau Claire"
"30892","HUMIRA",56605.9865183,2018-10-01,"Buffalo"
"30893","HUMIRA",31408.5744372,2019-06-01,"Oklahoma City"
"30894","HUMIRA",NA,2019-07-01,"Marquette"
"30895","HUMIRA",1254.9812183,2019-01-01,"South Bend-Elkhart"
"30896","HUMIRA",350.7720262,2018-09-01,"Anchorage"
"30897","HUMIRA",1.2645568,2018-09-01,"Duluth-Superior"
"30898","HUMIRA",94.4730763,2018-11-01,"Houston"
"30899","HUMIRA",3382.2920489,2018-10-01,"Miami-Ft. Lauderdale"
"30900","HUMIRA",5068.4278953,2018-12-01,"Louisville"
"30901","HUMIRA",40.9585308,2019-05-01,"Greenville-N.Bern-Washngtn"
"30902","HUMIRA",211794.6352575,2019-01-01,"Dallas-Ft. Worth"
"30903","HUMIRA",1901.0367351,2018-09-01,"Springfield-Holyoke"
